"id_articulos";"activo";"serial_art";"plaqueta_art";"fecha_creacion";"fk_items";"fk_puesto";"fk_campaign";"fk_bodega";"fk_sede";"fk_tipo"
1327;"1";"VNABZRF";"000973";"2017-03-18";19;664;4;3;1;2
1328;"1";"VNAC28K";"000970";"2017-03-18";19;665;4;3;1;2
1329;"1";"VNABYM1";"000967";"2017-03-18";19;666;4;3;1;2
1330;"1";"VNABYM3";"000964";"2017-03-18";19;667;4;3;1;2
1331;"1";"V1PR735";"010378";"2017-03-18";16;668;4;3;1;2
1332;"1";"V1PR608";"010682";"2017-03-18";16;669;4;3;1;2
1333;"1";"VNABYM9";"001340";"2017-03-18";19;670;4;3;1;2
1334;"1";"VNAC267";"001058";"2017-03-18";19;671;4;3;1;2
1335;"1";"V1PR624";"010240";"2017-03-18";16;672;4;3;1;2
1336;"1";"V1BMG14";"010260";"2017-03-18";16;673;4;3;1;2
1337;"1";"VNABZWM";"000874";"2017-03-18";19;674;4;3;1;2
1338;"1";"V1BMG27";"010269";"2017-03-18";16;675;4;3;1;2
1339;"1";"V1BFM80";"010287";"2017-03-18";16;676;4;3;1;2
1340;"1";"V1PR661";"010491";"2017-03-18";16;677;4;3;1;2
1341;"1";"V1PR702";"010263";"2017-03-18";16;678;4;3;1;2
1342;"1";"V1PR717";"010262";"2017-03-18";16;679;4;3;1;2
1343;"1";"V1HKD90";"014799";"2017-03-18";16;680;4;3;1;2
1344;"1";"V1BMG22";"010264";"2017-03-18";16;681;4;3;1;2
1345;"1";"V1PR670";"010288";"2017-03-18";16;682;4;3;1;2
1346;"1";"VNABZT5";"001279";"2017-03-18";19;683;4;3;1;2
1347;"1";"V1ZT597";"010266";"2017-03-18";16;684;4;3;1;2
1348;"1";"V1ZT617";"010265";"2017-03-18";16;685;4;3;1;2
1349;"1";"V1ZT590";"010248";"2017-03-18";16;686;4;3;1;2
1350;"1";"V1PR683";"010247";"2017-03-18";16;687;4;3;1;2
1351;"1";"VNA4087";"002136";"2017-03-18";16;688;4;3;1;2
1352;"1";"VNALZR0";"001193";"2017-03-18";19;689;4;3;1;2
1353;"1";"VNAR7R9";"000850";"2017-03-18";19;690;4;3;1;2
1354;"1";"V1BMG01";"010018";"2017-03-18";16;691;4;3;1;2
1355;"1";"V1PR710";"010006";"2017-03-18";16;692;4;3;1;2
1356;"1";"V1PR681";"010220";"2017-03-18";16;693;4;3;1;2
1357;"1";"V1ALK55";"010497";"2017-03-18";16;694;4;3;1;2
1358;"1";"V9-006YFA";"024017";"2017-03-18";20;695;4;3;1;2
1359;"1";"VNABY7Y";"000841";"2017-03-18";19;696;4;3;1;2
1360;"1";"V9-006YFK";"024016";"2017-03-18";20;697;4;3;1;2
1361;"1";"V256597";"000088";"2017-03-18";16;698;4;3;1;2
1362;"1";"VNABZTN";"000862";"2017-03-18";19;699;4;3;1;2
1363;"1";"V256024";"008691";"2017-03-18";16;700;4;3;1;2
1364;"1";"VNABZM9";"000946";"2017-03-18";19;701;4;3;1;2
1365;"1";"VNAC26D";"000940";"2017-03-18";19;702;4;3;1;2
1366;"1";"VNBK7X1";"011688";"2017-03-18";19;703;4;3;1;2
1367;"1";"VNA4D6A";"002353";"2017-03-18";19;704;4;3;1;2
1368;"1";"VNALZTC";"001142";"2017-03-18";19;705;4;3;1;2
1369;"1";"V1BCP71";"010013";"2017-03-18";16;706;4;3;1;2
1370;"1";"VNAL1VT";"004613";"2017-03-18";19;707;4;3;1;2
1371;"1";"V1ALK43";"012721";"2017-03-18";19;708;4;3;1;2
1372;"1";"VNALZVD";"001118";"2017-03-18";19;709;4;3;1;2
1373;"1";"VNAC00Z";"000976";"2017-03-18";19;710;4;3;1;2
1374;"1";"VNABWR0";"001852";"2017-03-18";19;711;4;3;1;2
1375;"1";"VNAC260";"000883";"2017-03-18";19;712;4;3;1;2
1376;"1";"VNABN1V";"020650";"2017-03-18";19;713;4;3;1;2
1377;"1";"VNABZT4";"000835";"2017-03-18";19;714;4;3;1;2
1378;"1";"REVISAR";"015762";"2017-03-18";99;1369;4;3;1;0
1379;"1";"REVISAR";"024002";"2017-03-18";99;1370;4;3;1;0
1380;"1";"REVISAR";"015763";"2017-03-18";99;1371;4;3;1;0
1381;"1";"REVISAR";"015765";"2017-03-18";99;1372;4;3;1;0
1382;"1";"REVISAR";"015766";"2017-03-18";99;1373;4;3;1;0
1383;"1";"MJZKX61";"001127";"2017-03-18";6;494;4;3;1;1
1384;"1";"MJPVZ66";"001776";"2017-03-18";6;495;4;3;1;1
1385;"1";"MJPWH18";"024261";"2017-03-18";6;496;4;3;1;1
1386;"1";"MJEDTZW";"018431";"2017-03-18";9;497;4;3;1;1
1387;"1";"MJEDVKN";"020949";"2017-03-18";9;498;4;3;1;1
1388;"1";"MJEDVNL";"024852";"2017-03-18";9;499;4;3;1;1
1389;"1";"MJEDTVV";"024851";"2017-03-18";9;500;4;3;1;1
1390;"1";"MJEDVHP";"019912";"2017-03-18";9;501;4;3;1;1
1391;"1";"MJPWH45";"020630";"2017-03-18";6;502;4;3;1;1
1392;"1";"MJPWA14";"024345";"2017-03-18";6;503;4;3;1;1
1393;"1";"MJZKW21";"020687";"2017-03-18";6;504;4;3;1;1
1394;"1";"MJZKH33";"020621";"2017-03-18";6;505;4;3;1;1
1395;"1";"MJEDYZC";"024097";"2017-03-18";9;506;4;3;1;1
1396;"1";"MJPWG41";"020610";"2017-03-18";6;507;4;3;1;1
1397;"1";"MJEDTYN";"024034";"2017-03-18";9;508;4;3;1;1
1398;"1";"MJPWH92";"011335";"2017-03-18";6;509;4;3;1;1
1399;"1";"MJPWA69";"018432";"2017-03-18";6;510;4;3;1;1
1400;"1";"MJPZC42";"020623";"2017-03-18";6;511;4;3;1;1
1401;"1";"MJZHH65";"018433";"2017-03-18";6;512;4;3;1;1
1402;"1";"MJPWF17";"000948";"2017-03-18";6;513;4;3;1;1
1403;"1";"MJPWF36";"014606";"2017-03-18";6;514;4;3;1;1
1404;"1";"MJEDPYF";"014736";"2017-03-18";9;515;4;3;1;1
1405;"1";"MJZHK21";"001150";"2017-03-18";6;516;4;3;1;1
1406;"1";"MJZKG49";"020609";"2017-03-18";6;517;4;3;1;1
1407;"1";"MJZKH29";"020662";"2017-03-18";6;518;4;3;1;1
1408;"1";"MJPWA00";"020643";"2017-03-18";6;519;4;3;1;1
1409;"1";"MJZHK31";"020622";"2017-03-18";6;520;4;3;1;1
1410;"1";"MJZHK17";"020619";"2017-03-18";6;521;4;3;1;1
1411;"1";"MJZHH59";"020603";"2017-03-18";6;522;4;3;1;1
1412;"1";"MJZHK25";"020665";"2017-03-18";6;523;4;3;1;1
1414;"1";"MJPVF05";"000906";"2017-03-18";6;524;4;3;1;1
1415;"1";"MJPVZ80";"024015";"2017-03-18";6;525;4;3;1;1
1416;"1";"MJZKF02";"020681";"2017-03-18";6;526;4;3;1;1
1417;"1";"MJZKE99";"020638";"2017-03-18";6;527;4;3;1;1
1418;"1";"MJZHK42";"020602";"2017-03-18";6;528;4;3;1;1
1419;"1";"MJZHK23";"020649";"2017-03-18";6;529;4;3;1;1
1420;"1";"MJPWG54";"014610";"2017-03-18";6;530;4;3;1;1
1421;"1";"MJZHH66";"020693";"2017-03-18";6;531;4;3;1;1
1422;"1";"MJEDVBK";"011195";"2017-03-18";9;532;4;3;1;1
1423;"1";"MJPWK67";"020670";"2017-03-18";6;533;4;3;1;1
1424;"1";"MJGMCMV";"017467";"2017-03-18";9;534;4;3;1;1
1425;"1";"MJPWF02";"001066";"2017-03-18";6;535;4;3;1;1
1426;"1";"REVISAR";"014795";"2017-03-18";99;1416;4;3;1;0
1427;"1";"MJPVD69";"014776";"2017-03-18";6;536;4;3;1;1
1428;"1";"MJPVZ51";"020632";"2017-03-18";6;537;4;3;1;1
1429;"1";"MJZHK27";"024012";"2017-03-18";6;538;4;3;1;1
1430;"1";"MJZKX72";"024011";"2017-03-18";6;539;4;3;1;1
1431;"1";"MJPWH47";"024010";"2017-03-18";6;540;4;3;1;1
1432;"1";"MJPVE85";"020660";"2017-03-18";6;541;4;3;1;1
1433;"1";"MJZHK34";"024214";"2017-03-18";6;542;4;3;1;1
1434;"1";"MJPWE99";"020616";"2017-03-18";6;543;4;3;1;1
1435;"1";"MJZKX83";"001046";"2017-03-18";6;544;4;3;1;1
1436;"1";"MJZHK37";"024313";"2017-03-18";6;545;4;3;1;1
1437;"1";"MJPVD56";"000831";"2017-03-18";6;546;4;3;1;1
1438;"1";"MJZKX69";"020608";"2017-03-18";6;547;4;3;1;1
1439;"1";"MJPV204";"014601";"2017-03-18";6;548;4;3;1;1
1440;"1";"MJPZC15";"020631";"2017-03-18";6;549;4;3;1;1
1441;"1";"MJPZKX70";"020669";"2017-03-18";6;550;4;3;1;1
1442;"1";"MJZHK18";"001043";"2017-03-18";6;551;4;3;1;1
1443;"1";"MJPWF03";"001447";"2017-03-18";6;552;4;3;1;1
1444;"1";"MJPWF89";"000997";"2017-03-18";6;553;4;3;1;1
1445;"1";"MJPWG75";"020694";"2017-03-18";6;554;4;3;1;1
1446;"1";"MJZHK13";"024847";"2017-03-18";6;555;4;3;1;1
1447;"1";"MJPWH46";"014794";"2017-03-18";6;556;4;3;1;1
1448;"1";"MJPWF51";"001296";"2017-03-18";6;557;4;3;1;1
1449;"1";"MJEDTWM";"024594";"2017-03-18";9;558;4;3;1;1
1450;"1";"MJPVZ86";"001477";"2017-03-18";6;559;4;3;1;1
1451;"1";"MJPWF44";"017524";"2017-03-18";6;560;4;3;1;1
1452;"1";"MJZKH65";"020629";"2017-03-18";6;561;4;3;1;1
1453;"1";"MJPWH09";"017532";"2017-03-18";6;562;4;3;1;1
1454;"1";"MJZKW44";"014775";"2017-03-18";6;563;4;3;1;1
1455;"1";"MJZKW79";"001153";"2017-03-18";6;564;4;3;1;1
1456;"1";"MJZHK40";"010667";"2017-03-18";6;565;4;3;1;1
1457;"1";"MJZKH31";"014789";"2017-03-18";6;566;4;3;1;1
1458;"1";"MJEDPXL";"024007";"2017-03-18";9;567;4;3;1;1
1459;"1";"MJERDRC";"024176";"2017-03-18";6;568;4;3;1;1
1460;"1";"MJZHK24";"020679";"2017-03-18";6;569;4;3;1;1
1461;"1";"MJPWK11";"019822";"2017-03-18";6;570;4;3;1;1
1462;"1";"MJZKH39";"020696";"2017-03-18";6;571;4;3;1;1
1463;"1";"MJPWA02";"017526";"2017-03-18";6;572;4;3;1;1
1464;"1";"MJPWH78";"001086";"2017-03-18";6;573;4;3;1;1
1465;"1";"MJPWK29";"017502";"2017-03-18";6;574;4;3;1;1
1466;"1";"MJPVY93";"020628";"2017-03-18";6;575;4;3;1;1
1467;"1";"MJPVE21";"020678";"2017-03-18";6;576;4;3;1;1
1468;"1";"MJPWG57";"020653";"2017-03-18";6;577;4;3;1;1
1469;"1";"MJZKH62";"020658";"2017-03-18";6;578;4;3;1;1
1470;"1";"MJZKW81";"020652";"2017-03-18";6;579;4;3;1;1
1471;"1";"MJPWA05";"024109";"2017-03-18";6;580;4;3;1;1
1472;"1";"MJZHK29";"020620";"2017-03-18";6;581;4;3;1;1
1473;"1";"MJPWH89";"017559";"2017-03-18";6;582;4;3;1;1
1474;"1";"MJGMCPT";"014568";"2017-03-18";9;583;4;3;1;1
1475;"1";"MJZKW78";"001124";"2017-03-18";6;584;4;3;1;1
1476;"1";"MJGMCPR";"014753";"2017-03-18";9;585;4;3;1;1
1477;"1";"MJPVF09";"020648";"2017-03-18";6;586;4;3;1;1
1478;"1";"MJGMCNT";"014761";"2017-03-18";9;587;4;3;1;1
1479;"1";"MJPWK59";"024344";"2017-03-18";6;588;4;3;1;1
1480;"1";"MJZHK26";"020684";"2017-03-18";6;589;4;3;1;1
1481;"1";"MJZKF03";"024217";"2017-03-18";6;590;4;3;1;1
1482;"1";"MJPWG28";"018411";"2017-03-18";6;591;4;3;1;1
1483;"1";"MJPWK63";"001054";"2017-03-18";6;592;4;3;1;1
1484;"1";"MJPWF22";"020699";"2017-03-18";6;593;4;3;1;1
1485;"1";"MJPWH44";"024218";"2017-03-18";6;594;4;3;1;1
1486;"1";"MJKCK92";"018500";"2017-03-18";6;595;4;3;1;1
1487;"1";"MJPWF40";"001480";"2017-03-18";6;596;4;3;1;1
1488;"1";"MJPWH48";"024856";"2017-03-18";6;597;4;3;1;1
1489;"1";"REVISAR";"018434";"2017-03-18";99;1479;4;3;1;0
1490;"1";"MJPWF33";"024854";"2017-03-18";6;598;4;3;1;1
1491;"1";"MJPWG39";"024219";"2017-03-18";6;599;4;3;1;1
1492;"1";"MJPVE23";"001069";"2017-03-18";6;600;4;3;1;1
1493;"1";"MJPVZ11";"020689";"2017-03-18";6;601;4;3;1;1
1494;"1";"MJZHH58";"014783";"2017-03-18";6;602;4;3;1;1
1495;"1";"MJPVE58";"001078";"2017-03-18";6;603;4;3;1;1
1496;"1";"MJPVY99";"024220";"2017-03-18";6;604;4;3;1;1
1497;"1";"MJPVY97";"001474";"2017-03-18";6;605;4;3;1;1
1498;"1";"MJPWF13";"020690";"2017-03-18";6;606;4;3;1;1
1499;"1";"MJZHH62";"020685";"2017-03-18";6;607;4;3;1;1
1500;"1";"REVISAR";"024179";"2017-03-18";99;1490;4;3;1;0
1501;"1";"MJGMCPK";"010043";"2017-03-18";9;608;4;3;1;1
1502;"1";"MJPWG84";"001186";"2017-03-18";6;609;4;3;1;1
1503;"1";"MJPWE91";"020644";"2017-03-18";6;610;4;3;1;1
1504;"1";"MJPWF37";"001236";"2017-03-18";6;611;4;3;1;1
1505;"1";"MJZHH63";"020613";"2017-03-18";6;612;4;3;1;1
1506;"1";"MJPVZ12";"020633";"2017-03-18";6;613;4;3;1;1
1507;"1";"MJZKW25";"014786";"2017-03-18";6;614;4;3;1;1
1508;"1";"MJPWH51";"020676";"2017-03-18";6;615;4;3;1;1
1509;"1";"MJDZB92";"020654";"2017-03-18";6;616;4;3;1;1
1510;"1";"MJPVZ54";"001215";"2017-03-18";6;617;4;3;1;1
1511;"1";"MJPWF11";"014785";"2017-03-18";6;618;4;3;1;1
1512;"1";"MJZKH66";"020671";"2017-03-18";6;619;4;3;1;1
1513;"1";"MJPWA68";"014798";"2017-03-18";6;620;4;3;1;1
1514;"1";"MJPWK70";"012713";"2017-03-18";6;621;4;3;1;1
1515;"1";"MJPWG56";"024221";"2017-03-18";6;622;4;3;1;1
1516;"1";"MJPZD4D";"020637";"2017-03-18";6;623;4;3;1;1
1517;"1";"MJPVE18";"014782";"2017-03-18";6;624;4;3;1;1
1518;"1";"MJBFWYX";"024145";"2017-03-18";2;625;4;3;1;1
1519;"1";"MJZKF17";"001031";"2017-03-18";6;626;4;3;1;1
1520;"1";"MJZHK30";"020672";"2017-03-18";6;627;4;3;1;1
1521;"1";"MJPWF38";"001063";"2017-03-18";6;628;4;3;1;1
1522;"1";"MJZKW48";"014779";"2017-03-18";6;629;4;3;1;1
1523;"1";"MJPWE87";"014781";"2017-03-18";6;630;4;3;1;1
1524;"1";"MJPWA40";"014788";"2017-03-18";6;631;4;3;1;1
1525;"1";"MJZKW71";"024110";"2017-03-18";6;632;4;3;1;1
1526;"1";"MJZHK15";"014777";"2017-03-18";6;633;4;3;1;1
1527;"1";"MJEDVNK";"010780";"2017-03-18";9;634;4;3;1;1
1528;"1";"MJPWF04";"024013";"2017-03-18";6;635;4;3;1;1
1529;"1";"MJPVZ20";"017520";"2017-03-18";6;636;4;3;1;1
1530;"1";"MJGMCNF";"017417";"2017-03-18";9;637;4;3;1;1
1531;"1";"MJPVZ79";"001483";"2017-03-18";6;638;4;3;1;1
1532;"1";"MJKCH99";"024222";"2017-03-18";6;639;4;3;1;1
1533;"1";"MJPVZ55";"014787";"2017-03-18";6;640;4;3;1;1
1534;"1";"MJPWK61";"024044";"2017-03-18";6;641;4;3;1;1
1535;"1";"MJPWF12";"001080";"2017-03-18";6;642;4;3;1;1
1536;"1";"MJPWA61";"024030";"2017-03-18";6;643;4;3;1;1
1537;"1";"MJPWK43";"024104";"2017-03-18";6;644;4;3;1;1
1538;"1";"MJPWA73";"024845";"2017-03-18";6;645;4;3;1;1
1539;"1";"MJPWA77";"011232";"2017-03-18";6;646;4;3;1;1
1540;"1";"MJ2KW50";"024005";"2017-03-18";6;647;4;3;1;1
1541;"1";"MJYPVF08";"014791";"2017-03-18";6;648;4;3;1;1
1542;"1";"MJPV283";"024031";"2017-03-18";6;649;4;3;1;1
1543;"1";"MJPWG55";"014780";"2017-03-18";6;650;4;3;1;1
1544;"1";"MJPWE97";"014792";"2017-03-18";6;651;4;3;1;1
1545;"1";"MJPWF14";"001096";"2017-03-18";6;652;4;3;1;1
1546;"1";"MJZHK35";"020686";"2017-03-18";6;653;4;3;1;1
1547;"1";"MJTDEXV";"019905";"2017-03-18";9;654;4;3;1;1
1548;"1";"REVISAR";"018438";"2017-03-18";99;1538;4;3;1;0
1549;"1";"MJPVF01";"014796";"2017-03-18";6;655;4;3;1;1
1550;"1";"MJEDVAF";"024333";"2017-03-18";9;656;4;3;1;1
1551;"1";"MJPVE13";"020605";"2017-03-18";6;657;4;3;1;1
1552;"1";"MJPWF39";"020666";"2017-03-18";6;658;4;3;1;1
1553;"1";"MJPWH33";"000918";"2017-03-18";6;659;4;3;1;1
1554;"1";"MJPWA04";"024855";"2017-03-18";6;660;4;3;1;1
1555;"1";"MJPWH79";"014793";"2017-03-18";6;661;4;3;1;1
1556;"1";"MJPVZ61";"024032";"2017-03-18";6;662;4;3;1;1
1557;"1";"MJPWA90";"014721";"2017-03-18";6;663;4;3;1;1
1558;"1";"MJZKE97";"020647";"2017-03-18";6;664;4;3;1;1
1559;"1";"MJPWE98";"020617";"2017-03-18";6;665;4;3;1;1
1560;"1";"MJPWG58";"024846";"2017-03-18";6;666;4;3;1;1
1561;"1";"MJPWF41";"020673";"2017-03-18";6;667;4;3;1;1
1562;"1";"MJEDTXM";"018404";"2017-03-18";9;668;4;3;1;1
1563;"1";"MJPVZ02";"018400";"2017-03-18";6;669;4;3;1;1
1564;"1";"MJPWH28";"024033";"2017-03-18";6;670;4;3;1;1
1565;"1";"MJEDTYK";"024006";"2017-03-18";9;671;4;3;1;1
1566;"1";"MJPWF43";"024215";"2017-03-18";6;672;4;3;1;1
1567;"1";"MJZKH28";"000846";"2017-03-18";6;673;4;3;1;1
1568;"1";"MJPWF10";"001105";"2017-03-18";6;674;4;3;1;1
1569;"1";"MJEDVMY";"010274";"2017-03-18";9;675;4;3;1;1
1570;"1";"MJZHK19";"014602";"2017-03-18";6;676;4;3;1;1
1571;"1";"MJGMCPW";"014737";"2017-03-18";9;677;4;3;1;1
1572;"1";"MJPVZ76";"019845";"2017-03-18";6;678;4;3;1;1
1573;"1";"MJEDTWG";"010733";"2017-03-18";9;679;4;3;1;1
1574;"1";"MJZHK20";"017503";"2017-03-18";6;680;4;3;1;1
1575;"1";"MJEDTZY";"024158";"2017-03-18";9;681;4;3;1;1
1576;"1";"MJZKG40";"000849";"2017-03-18";6;682;4;3;1;1
1577;"1";"MJPWH53";"014797";"2017-03-18";6;683;4;3;1;1
1578;"1";"MJEDRBE";"014701";"2017-03-18";9;684;4;3;1;1
1579;"1";"MJZHK14";"014611";"2017-03-18";6;685;4;3;1;1
1580;"1";"MJPZC23";"014778";"2017-03-18";6;686;4;3;1;1
1581;"1";"MJEDTXX";"019906";"2017-03-18";9;687;4;3;1;1
1582;"1";"MJPVE16";"020606";"2017-03-18";6;688;4;3;1;1
1583;"1";"MJPWK28";"000864";"2017-03-18";6;689;4;3;1;1
1584;"1";"MJEDVHR";"024078";"2017-03-18";9;690;4;3;1;1
1585;"1";"MJPVY96";"024598";"2017-03-18";6;691;4;3;1;1
1586;"1";"MJPWA87";"024801";"2017-03-18";6;692;4;3;1;1
1587;"1";"MJ018XV3";"014979";"2017-03-18";12;693;4;3;1;1
1588;"1";"REVISAR";"014734";"2017-03-18";99;1578;4;3;1;0
1589;"1";"REVISAR";"018419";"2017-03-18";99;1579;4;3;1;0
1590;"1";"MJPVF06";"024040";"2017-03-18";6;694;4;3;1;1
1591;"1";"MJEDRAC";"014735";"2017-03-18";9;695;4;3;1;1
1592;"1";"5D71Y12";"015760";"2017-03-18";99;1582;4;3;1;0
1593;"1";"5D71Y12";"024001";"2017-03-18";99;1583;4;3;1;0
1594;"1";"REVISAR";"024035";"2017-03-18";99;1584;4;3;1;0
1595;"1";"5D62X12";"015759";"2017-03-18";99;1585;4;3;1;0
1596;"1";"5D73Y12";"014898";"2017-03-18";99;1586;4;3;1;0
1597;"1";"VNBMF90";"010355";"2017-03-18";19;715;4;4;1;2
1598;"1";"V1ALK36";"014747";"2017-03-18";16;716;4;4;1;2
1599;"1";"CNC038NQ6V";"001997";"2017-03-18";23;717;4;4;1;2
1600;"1";"CNC038NNY9";"002001";"2017-03-18";23;718;4;4;1;2
1601;"1";"V1BCP99";"010348";"2017-03-18";16;719;4;4;1;2
1602;"1";"V1BCP57";"010367";"2017-03-18";16;720;4;4;1;2
1603;"1";"V1BCP58";"010285";"2017-03-18";16;721;4;4;1;2
1604;"1";"V1ALH99";"010485";"2017-03-18";16;722;4;4;1;2
1605;"1";"VNALZVA";"001032";"2017-03-18";19;723;4;4;1;2
1606;"1";"V1ALK10";"010428";"2017-03-18";16;724;4;4;1;2
1607;"1";"VNABWPM";"001799";"2017-03-18";19;725;4;4;1;2
1608;"1";"CNC038NNQG";"002024";"2017-03-18";23;726;4;4;1;2
1609;"1";"VNABZT9";"001300";"2017-03-18";19;727;4;4;1;2
1610;"1";"V9-006ZYM";"015701";"2017-03-18";20;728;15;4;1;2
1611;"1";"V1BMF97";"010720";"2017-03-18";19;729;4;4;1;2
1612;"1";"V9-0070XT";"015753";"2017-03-18";20;730;4;4;1;2
1613;"1";"V1PW266";"010349";"2017-03-18";16;731;4;4;1;2
1614;"1";"VNABZRN";"000853";"2017-03-18";19;732;4;4;1;2
1615;"1";"V1PW213";"017577";"2017-03-18";16;733;4;4;1;2
1616;"1";"CNC038NR41";"002006";"2017-03-18";23;734;4;4;1;2
1617;"1";"V1ALK39";"024062";"2017-03-18";16;735;4;4;1;2
1618;"1";"VNALZTT";"001115";"2017-03-18";19;736;6;4;1;2
1619;"1";"VNAB2TV";"024075";"2017-03-18";19;737;6;4;1;2
1620;"1";"V1ZT594";"010050";"2017-03-18";16;738;6;4;1;2
1621;"1";"V1PC545";"008731";"2017-03-18";19;739;6;4;1;2
1622;"1";"V1BMG24";"010045";"2017-03-18";16;740;6;4;1;2
1623;"1";"V1ALKV9";"012753";"2017-03-18";16;741;6;4;1;2
1624;"1";"VNAC1V5";"001789";"2017-03-18";19;742;6;4;1;2
1625;"1";"VNALZR6";"001222";"2017-03-18";19;743;6;4;1;2
1626;"1";"VNABY6T";"000802";"2017-03-18";19;744;8;4;1;2
1627;"1";"VNABZTD";"001243";"2017-03-18";19;745;8;4;1;2
1628;"1";"VNABYGZ";"000913";"2017-03-18";19;746;8;4;1;2
1629;"1";"VNABZRL";"000907";"2017-03-18";19;747;8;4;1;2
1630;"1";"VNABY73";"001610";"2017-03-18";16;748;8;4;1;2
1631;"1";"VNALZTF";"001430";"2017-03-18";19;749;8;4;1;2
1632;"1";"VNALZTW";"000788";"2017-03-18";19;750;8;4;1;2
1633;"1";"VNAC1VD";"001606";"2017-03-18";19;751;8;4;1;2
1634;"1";"VNABZT3";"000949";"2017-03-18";19;752;8;4;1;2
1635;"1";"VNALZV2";"001148";"2017-03-18";19;753;8;4;1;2
1636;"1";"VNABY7P";"001795";"2017-03-18";19;754;8;4;1;2
1637;"1";"V1BMF77";"010012";"2017-03-18";16;755;6;4;1;2
1638;"1";"CNC038NP2R";"002147";"2017-03-18";23;756;6;4;1;2
1639;"1";"CNC038NR410";"002196";"2017-03-18";23;757;6;4;1;2
1640;"1";"CNC038NPJW";"002012";"2017-03-18";23;758;6;4;1;2
1641;"1";"V1BM632";"008762";"2017-03-18";16;759;6;4;1;2
1642;"1";"V9-006YFM";"024020";"2017-03-18";20;760;6;4;1;2
1643;"1";"V1BCP21";"010221";"2017-03-18";16;761;6;4;1;2
1644;"1";"V1ALK08";"010499";"2017-03-18";16;762;6;4;1;2
1645;"1";"VNABWPV";"001775";"2017-03-18";19;763;6;4;1;2
1646;"1";"VNALZRW";"000785";"2017-03-18";19;764;6;4;1;2
1647;"1";"V255739";"000126";"2017-03-18";16;765;6;4;1;2
1648;"1";"V12T574";"010705";"2017-03-18";16;766;6;4;1;2
1649;"1";"V1PR700";"010048";"2017-03-18";16;767;6;4;1;2
1650;"1";"VNAB2RC";"000898";"2017-03-18";19;768;6;4;1;2
1651;"1";"V1BMG36";"024076";"2017-03-18";16;769;6;4;1;2
1652;"1";"V1BMF64";"010092";"2017-03-18";16;770;6;4;1;2
1653;"1";"CNC038NP6C";"002008";"2017-03-18";23;771;6;4;1;2
1654;"1";"V255705";"024641";"2017-03-18";16;772;6;4;1;2
1655;"1";"V1PR658";"010109";"2017-03-18";16;773;6;4;1;2
1656;"1";"V1ZT600";"010114";"2017-03-18";16;774;6;4;1;2
1657;"1";"V1PR719";"010085";"2017-03-18";16;775;6;4;1;2
1658;"1";"CNC038NP39";"002010";"2017-03-18";23;776;6;4;1;2
1659;"1";"V1ALH93";"024182";"2017-03-18";16;777;6;4;1;2
1660;"1";"V1PR572";"011141";"2017-03-18";16;778;6;4;1;2
1661;"1";"V1AWB54";"024079";"2017-03-18";16;779;6;4;1;2
1662;"1";"V255690";"000124";"2017-03-18";16;780;6;4;1;2
1663;"1";"V256600";"000146";"2017-03-18";16;781;6;4;1;2
1664;"1";"V1ZT599";"010354";"2017-03-18";16;782;6;4;1;2
1665;"1";"V255693";"000202";"2017-03-18";16;783;6;4;1;2
1666;"1";"V1PR725";"010016";"2017-03-18";16;784;6;4;1;2
1667;"1";"V1PP826";"010301";"2017-03-18";16;785;6;4;1;2
1668;"1";"V1PR620";"010208";"2017-03-18";16;786;6;4;1;2
1669;"1";"V1BMG21";"018407";"2017-03-18";16;787;6;4;1;2
1670;"1";"V1BMF81";"010046";"2017-03-18";16;788;6;4;1;2
1671;"1";"V1PW215";"010042";"2017-03-18";16;789;6;4;1;2
1672;"1";"V1ZT602";"024059";"2017-03-18";16;790;6;4;1;2
1673;"1";"V1ZT422";"008717";"2017-03-18";16;791;6;4;1;2
1674;"1";"V1ALK05";"010668";"2017-03-18";16;792;6;4;1;2
1675;"1";"V12T611";"011252";"2017-03-18";16;793;5;9;1;2
1676;"1";"V1ALF40";"024072";"2017-03-18";16;794;5;9;1;2
1677;"1";"V1ALK38";"017486";"2017-03-18";16;795;5;9;1;2
1678;"1";"V1ALH92";"010425";"2017-03-18";16;796;5;9;1;2
1679;"1";"V1BMG31";"010079";"2017-03-18";16;797;5;9;1;2
1680;"1";"V1PP836";"010060";"2017-03-18";16;798;5;9;1;2
1681;"1";"V335714";"000331";"2017-03-18";17;799;5;9;1;2
1682;"1";"V1BMF86";"010078";"2017-03-18";16;800;5;9;1;2
1683;"1";"V1ALK41";"024067";"2017-03-18";16;801;5;9;1;2
1684;"1";"V255740";"000084";"2017-03-18";16;802;5;9;1;2
1685;"1";"VNAL2TP";"000782";"2017-03-18";19;803;5;9;1;2
1686;"1";"V1ALK69";"012800";"2017-03-18";16;804;5;9;1;2
1687;"1";"V1PR724";"010076";"2017-03-18";16;805;5;9;1;2
1688;"1";"VNABYMD";"000919";"2017-03-18";19;806;5;9;1;2
1689;"1";"V1ALK40";"024309";"2017-03-18";16;807;5;9;1;2
1690;"1";"V1BCP69";"024068";"2017-03-18";16;808;5;9;1;2
1691;"1";"V1BMF82";"024071";"2017-03-18";16;809;5;9;1;2
1692;"1";"V1ALK45";"024069";"2017-03-18";16;810;5;9;1;2
